chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Cr-Zn-O,Cr,Zn,O,Zn2Cr9O13_1046037_POSCAR,35,local_max_drop,3.9972814797,-0.27171376889204,-0.1558730811041297,-0.11584068778791032,3.689798,7.533338,0.04021536
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1040929_POSCAR,35,local_max_drop,7.806589687,-0.37553643580592,-0.25120181644831674,-0.12433461935760326,7.206083,14.712419,0.03304655
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1041789_POSCAR,35,local_max_drop,3.8226123,-0.28001197399281,-0.18917840083637705,-0.09083357315643298,3.528565,7.204154,0.05113669
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1041909_POSCAR,35,global_gradient_fallback,6.6591796384,-0.10420383652744,-0.09310917199914784,-0.011094664528292164,6.392812,13.051992,0.01342166
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1047680_POSCAR,35,global_gradient_fallback,6.3165835625,-0.11352746833636,-0.10174040185556733,-0.011787066480792668,6.06392,12.380504,0.01544201
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1048271_POSCAR,35,local_max_drop,3.9774402,-0.28819504533408,-0.17215774081426116,-0.11603730451981886,3.093565,7.218317,0.04812489
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1048859_POSCAR,35,local_max_drop,8.0955128835,-0.36610799278145,-0.23748017933766957,-0.12862781344378044,7.196011,14.691857,0.032434
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1048872_POSCAR,35,global_gradient_fallback,6.5149291915,-0.097092428352795,-0.08874463459603076,-0.00834779375676424,6.254332,12.769261,0.01297931
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1362371_POSCAR,35,local_max_drop,7.7518866788,-0.38690755982125,-0.2665013964369217,-0.1204061633843283,7.155588,14.609325,0.03559089
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1365412_POSCAR,35,local_max_drop,7.6758863167,-0.51343046629356,-0.3501559088491057,-0.16327455744445435,7.085434,14.466093,0.04716557
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1378442_POSCAR,35,local_max_drop,6.90388515,-0.25702737094778,-0.1437155941337895,-0.11331177681399049,5.369688,12.529273,0.02265198
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1409107_POSCAR,35,global_gradient_fallback,7.1610908619,-0.098289998230737,-0.09081038214104334,-0.007479616089693664,6.588204,14.035738,0.01207286
Cr-Zn-O,Cr,Zn,O,ZnCr2O4_19410_POSCAR,35,global_gradient_fallback,6.642634203,-0.095265362794197,-0.08353049754382935,-0.011734865250367654,6.131662,12.518811,0.0127192
Cr-Zn-O,Cr,Zn,O,ZnCr4O6_1042605_POSCAR,35,local_max_drop,6.847546433,-0.26828662445086,-0.154797231584691,-0.11348939286616899,6.057445,12.904991,0.02343674
Cr-Zn-O,Cr,Zn,O,ZnCr5O7_1046078_POSCAR,35,local_max_drop,6.938546979,-0.31705261595956,-0.16135029017344707,-0.15570232578611296,5.337344,13.076492,0.02383414
Cr-Zn-O,Cr,Zn,O,ZnCrO2_1046147_POSCAR,35,local_max_drop,3.9819421528,-0.16413128583129,-0.09802388436387582,-0.06610740146741417,3.675639,7.504429,0.02569366
Cr-Zn-O,Cr,Zn,O,ZnCrO2_1367483_POSCAR,35,local_max_drop,3.8116776597,-0.17128534859312,-0.09736480858912114,-0.07392054000399886,3.518472,7.183546,0.02654507
Cr-Zn-O,Cr,Zn,O,ZnCrO2_1444696_POSCAR,35,local_max_drop,3.8144555182,-0.17179295085529,-0.10725807232871458,-0.06453487852657543,3.521036,7.188782,0.02922468
Cr-Zn-O,Cr,Zn,O,ZnCrO2_1444748_POSCAR,35,local_max_drop,3.9301517636,-0.18883612073858,-0.10970148919604027,-0.07913463154253973,3.627832,7.406824,0.02898165
