chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Mo-Y-O,Mo,Y,O,Y2Mo2O7_18265_POSCAR,35,local_max_drop,8.9362725685,-0.19073887767654,-0.1070335027597705,-0.08370537491676949,7.978815,15.638477,0.0140937
Mo-Y-O,Mo,Y,O,Y2Mo2O7_2674749_POSCAR,35,local_max_drop,8.7956711257,-0.18849918201977,-0.10665140185006745,-0.08184778016970255,7.853278,15.392424,0.0140722
Mo-Y-O,Mo,Y,O,Y2MoO6_31124_POSCAR,35,local_max_drop,13.8106535653,-0.2332611772712,-0.13700645519777224,-0.09625472207342775,11.905736,23.335242,0.01207785
Mo-Y-O,Mo,Y,O,Y4Mo4O11_16393_POSCAR,35,local_max_drop,8.1964693315,-0.73684945797008,-0.35390457998629726,-0.3829448779837827,7.065922,13.849207,0.0516618
Mo-Y-O,Mo,Y,O,Y4_Mo2O7_3_1328802_POSCAR,35,local_max_drop,10.6973273141,-0.3296265418986,-0.2440378121353563,-0.08558872976324372,9.959581,18.074794,0.02885093
Mo-Y-O,Mo,Y,O,Y5_MoO6_2_18821_POSCAR,35,local_max_drop,9.4081066509,-0.15545431154674,-0.07522713309448884,-0.08022717845225116,8.110437,15.896456,0.0095975
Mo-Y-O,Mo,Y,O,Y6MoO12_1208998_POSCAR,35,local_max_drop,14.828368017,-0.11110020642295,-0.04930472878666653,-0.06179547763628347,12.783076,25.054829,0.00382832
Mo-Y-O,Mo,Y,O,Y6MoO12_1237135_POSCAR,35,local_max_drop,13.5714898592,-0.11865587642455,-0.05124335188776726,-0.06741252453678273,11.69956,22.931138,0.00435492
Mo-Y-O,Mo,Y,O,YMoO3_1371109_POSCAR,35,local_max_drop,8.806766752,-0.26632608242458,-0.139324606594808,-0.127001475829772,7.863185,15.411842,0.01856801
Mo-Y-O,Mo,Y,O,YMoO3_1379411_POSCAR,35,local_max_drop,7.562651642,-0.22193042864486,-0.12113363802306978,-0.10079679062179023,6.752368,13.23464,0.01890905
