chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Mn-Ni-O,Mn,Ni,O,Mn15NiO32_851082_POSCAR,35,local_max_drop,11.5298045737,-0.25441179019512,-0.11821621261187552,-0.13619557758324446,10.294468,20.177158,0.01011612
Mn-Ni-O,Mn,Ni,O,Mn2NiO3_1221867_POSCAR,35,local_max_drop,3.9148694625,-0.091399833463328,-0.03079880642771454,-0.06060102703561346,2.975301,7.673144,0.00710973
Mn-Ni-O,Mn,Ni,O,Mn2NiO3_1221937_POSCAR,35,local_max_drop,5.0338847119,-0.091867688762356,-0.03098541771469834,-0.06088227104765766,3.825752,9.866414,0.00555637
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_1180531_POSCAR,35,local_max_drop,6.7390435787,-0.1254876957355,-0.06412089847527801,-0.061366797260222,5.961462,12.700505,0.00930973
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_1422345_POSCAR,35,local_max_drop,6.7043214382,-0.12317642383161,-0.06433553749150858,-0.058840886340101414,5.930746,12.635067,0.00939054
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_2352352_POSCAR,35,global_gradient_fallback,6.7341533471,-0.12160664388174,-0.06448454702498511,-0.057122096856754886,5.957136,12.691289,0.00938994
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_29399_POSCAR,35,local_max_drop,6.7791867014,-0.13721826409844,-0.06262964586738608,-0.07458861823105394,6.257711,12.77616,0.00898827
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_36843_POSCAR,35,global_gradient_fallback,7.3307198357,-0.10572923430019,-0.0713111814517855,-0.034418052848404504,6.744262,14.368211,0.00877278
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_622693_POSCAR,35,local_max_drop,6.7043312249,-0.12297907622931,-0.06436449577861399,-0.05861458045069601,5.930755,12.635086,0.00939535
Mn-Ni-O,Mn,Ni,O,Mn2NiO4_690543_POSCAR,35,local_max_drop,7.7846246971,-0.24838139987094,-0.12896949203802058,-0.11941190783291941,6.631347,14.127652,0.01755707
Mn-Ni-O,Mn,Ni,O,Mn2NiO6_25285_POSCAR,35,global_gradient_fallback,6.7652290125,-0.088813518901659,-0.045047590688350354,-0.04376592821330865,6.013537,12.277638,0.00610547
Mn-Ni-O,Mn,Ni,O,Mn3NiO10_1192587_POSCAR,35,global_gradient_fallback,9.0997879384,-0.10641915423562,-0.06865530701884229,-0.03776384721677771,8.0887,16.51443,0.00723149
Mn-Ni-O,Mn,Ni,O,Mn3NiO4_1221811_POSCAR,35,local_max_drop,3.9358075,-0.12167715656552,-0.039555937450769664,-0.08212121911475034,2.991214,7.714183,0.00906625
Mn-Ni-O,Mn,Ni,O,Mn3NiO4_776651_POSCAR,35,local_max_drop,3.9257808375,-0.12219799343461,-0.0399802652625487,-0.0822177281720613,2.983593,7.69453,0.00917135
Mn-Ni-O,Mn,Ni,O,Mn3NiO8_1176568_POSCAR,35,global_gradient_fallback,6.7560939559,-0.064670597734814,-0.033415194027852396,-0.0312554037069616,6.005417,12.261059,0.00470213
Mn-Ni-O,Mn,Ni,O,Mn3NiO8_757044_POSCAR,35,global_gradient_fallback,6.7401739636,-0.060719044793738,-0.032723850060954685,-0.027995194732783314,5.991266,12.232168,0.00452853
Mn-Ni-O,Mn,Ni,O,Mn3NiO8_775810_POSCAR,35,local_max_drop,11.398758,-0.25602762499226,-0.12095122466936127,-0.13507640032289875,10.177463,19.947827,0.01048921
Mn-Ni-O,Mn,Ni,O,Mn3_Ni17O20_2_758834_POSCAR,35,local_max_drop,7.3809747446,-0.99685166722266,-0.4255331682834942,-0.5713184989391659,6.790497,14.46671,0.05210309
Mn-Ni-O,Mn,Ni,O,Mn5NiO12_755683_POSCAR,35,global_gradient_fallback,6.7903640836,-0.086964524963875,-0.04651524399279512,-0.04044928097107987,6.035879,12.323253,0.00630238
Mn-Ni-O,Mn,Ni,O,MnNi3O4_1221715_POSCAR,35,local_max_drop,3.79965125,-0.12205826733087,-0.0431190361263866,-0.0789392312044834,3.039721,7.447316,0.0102346
Mn-Ni-O,Mn,Ni,O,MnNi3O4_759859_POSCAR,35,local_max_drop,6.5583172375,-0.12217319973954,-0.04322176748902034,-0.07895143225051965,5.246654,12.854302,0.00594207
Mn-Ni-O,Mn,Ni,O,MnNi7O8_1221343_POSCAR,35,local_max_drop,6.5254850713,-0.24433508581429,-0.09550685890792773,-0.14882822690636227,5.742427,12.789951,0.01337374
Mn-Ni-O,Mn,Ni,O,MnNiO2_752562_POSCAR,35,global_gradient_fallback,3.7133244,-0.049457504341574,-0.03555833714584567,-0.013899167195728326,2.47555,7.581371,0.00848031
Mn-Ni-O,Mn,Ni,O,Mn_Ni3O4_2_19442_POSCAR,35,local_max_drop,6.378719585,-0.17093517332412,-0.07769705569152568,-0.09323811763259432,5.868422,12.50229,0.01080939
Mn-Ni-O,Mn,Ni,O,Mn_Ni9O10_2_758680_POSCAR,35,local_max_drop,7.3689646528,-1.0780433729613,-0.4429842298033844,-0.6350591431579156,6.779447,14.443171,0.05433035
