chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Ti-S,Ti13S24_684731_POSCAR,35,local_max_drop,11.6449851061,-0.22556722829102,-0.12120653590245203,-0.10436069238856796,11.229093,20.378724,0.01078576
Ti-S,Ti2S3_1101099_POSCAR,35,global_gradient_fallback,8.210143053,-0.080376744705415,-0.04439371008994097,-0.03598303461547404,7.330485,14.36775,0.00586129
Ti-S,Ti2S3_1217192_POSCAR,35,local_max_drop,8.1025801913,-0.15107884547058,-0.0748652139648131,-0.0762136315057669,7.813202,14.179515,0.00957961
Ti-S,Ti2S_616559_POSCAR,35,local_max_drop,4.645610662,-0.72145411810024,-0.21882419910326156,-0.5026299189969784,4.313781,8.129819,0.04542148
Ti-S,Ti3S2_1217073_POSCAR,35,local_max_drop,6.064699081,-0.078868891616864,-0.026006083750875444,-0.052862807865988556,5.631506,10.613223,0.00435808
Ti-S,Ti3S4_1217101_POSCAR,35,global_gradient_fallback,4.822137544,-0.067362331350054,-0.03353677294675392,-0.03382555840330008,4.30548,8.438741,0.00751874
Ti-S,Ti3S4_1217121_POSCAR,35,global_gradient_fallback,4.768998976,-0.068654670177755,-0.033532823118290304,-0.0351218470594647,4.258035,8.345748,0.00763359
Ti-S,Ti5S8_1217445_POSCAR,35,local_max_drop,4.7859784,-0.29676760847419,-0.14516396837007053,-0.15160364010411945,4.615051,8.375462,0.03184678
Ti-S,Ti7S12_673657_POSCAR,35,local_max_drop,9.5900013104,-0.25847337127467,-0.13252119187030206,-0.12595217940436795,9.247501,16.782502,0.01437451
Ti-S,Ti8S3_680850_POSCAR,35,local_max_drop,14.8723153251,-0.9825625335827,-0.2756399136347896,-0.7069226199479104,13.810007,26.026552,0.01769467
Ti-S,Ti9S10_673637_POSCAR,35,local_max_drop,11.95071599,-0.64774106561061,-0.277849296368087,-0.369891769242523,11.097093,20.913753,0.02446699
Ti-S,TiS2_1062030_POSCAR,35,global_gradient_fallback,4.7809958742,-0.014123817307301,-0.007947119574128756,-0.0061766977331722435,4.439496,8.366743,0.00166025
Ti-S,TiS2_558110_POSCAR,35,global_gradient_fallback,4.7974171,-0.014376732200175,-0.008184717298805887,-0.006192014901369112,4.454744,8.39548,0.00171767
Ti-S,TiS_545_POSCAR,35,global_gradient_fallback,4.4875053135,-0.034181308672403,-0.023340167876480352,-0.01084114079592265,4.155098,8.143991,0.00522708
