chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Cr-O,Cr2O3_1043379_POSCAR,35,local_max_drop,6.9798066525,-0.17057275719949,-0.09702691681364384,-0.07354584038584616,6.462784,12.667057,0.0149684
Cr-O,Cr2O3_1181863_POSCAR,35,global_gradient_fallback,7.0129607833,-0.044311572440188,-0.03670021762243394,-0.00761135481775406,6.203773,13.216734,0.00503009
Cr-O,Cr2O3_1244912_POSCAR,35,local_max_drop,13.4011938194,-0.58837731004567,-0.37338581778446434,-0.21499149226120562,12.408513,24.320685,0.03008326
Cr-O,Cr2O3_1244988_POSCAR,35,local_max_drop,13.7776409009,-0.5684113847102,-0.3564289694735077,-0.2119824152366923,12.757075,25.003867,0.02772044
Cr-O,Cr2O3_1245064_POSCAR,35,local_max_drop,14.1830061744,-0.59242419339894,-0.36205995914794636,-0.23036423425099367,13.132413,25.73953,0.02736537
Cr-O,Cr2O3_1245091_POSCAR,35,local_max_drop,13.7378450548,-0.56837456719815,-0.3643692311838011,-0.20400533601434895,12.720227,24.931645,0.02851557
Cr-O,Cr2O3_1245208_POSCAR,35,local_max_drop,13.7587520257,-0.62820538956521,-0.3746003605246274,-0.2536050290405826,12.739585,24.969587,0.02928229
Cr-O,Cr2O3_1245247_POSCAR,35,local_max_drop,13.6163371276,-0.6057048467918,-0.3539276124217663,-0.25177723437003374,12.60772,24.71113,0.02774417
Cr-O,Cr2O3_1245257_POSCAR,35,local_max_drop,13.2928737664,-0.59865597608984,-0.3674192682709826,-0.2312367078188574,12.308216,24.124104,0.02978151
Cr-O,Cr2O3_1245327_POSCAR,35,local_max_drop,13.538344552,-0.53606810373723,-0.3268223094059398,-0.2092457943312902,12.535504,24.569588,0.02565133
Cr-O,Cr2O3_19399_POSCAR,35,global_gradient_fallback,5.9713604059,-0.091208172347647,-0.055351066583702924,-0.035857105763944075,5.307876,10.836913,0.0099261
Cr-O,Cr2O3_753829_POSCAR,35,global_gradient_fallback,5.9128087756,-0.085233777195118,-0.04919986918944868,-0.03603390800566932,5.25583,10.730653,0.00874481
Cr-O,Cr2O3_755749_POSCAR,35,local_max_drop,6.8031499725,-0.19578106839912,-0.09839868723705078,-0.09738238116206921,5.291339,12.346457,0.01522663
Cr-O,Cr2O3_776873_POSCAR,35,local_max_drop,8.861329175,-0.36777093448897,-0.1810941271311578,-0.18667680735781222,6.892145,16.081671,0.02136048
Cr-O,Cr2O_1206821_POSCAR,35,global_gradient_fallback,4.2084933145,-0.049263452487885,-0.025080415111904352,-0.02418303737598065,3.857786,8.592341,0.00531686
Cr-O,Cr3O4_1310867_POSCAR,35,local_max_drop,7.9738017486,-0.13573487674993,-0.06269787159134867,-0.07303700515858134,5.90652,14.470974,0.00827722
Cr-O,Cr3O4_756253_POSCAR,35,local_max_drop,7.8945200082,-0.13590016868099,-0.06284739381166406,-0.07305277486932595,5.847793,14.327092,0.00838029
Cr-O,Cr3O_20609_POSCAR,35,local_max_drop,6.2615892,-0.14636588050573,-0.06044161810041691,-0.08592426240531308,4.696192,12.784078,0.00850811
Cr-O,Cr3O_714896_POSCAR,35,local_max_drop,6.006081655,-0.16874525404604,-0.05689020968928817,-0.11185504435675181,4.564622,11.77192,0.00880911
Cr-O,Cr5O7_1046050_POSCAR,35,local_max_drop,7.158226905,-0.22124522427484,-0.12665382431733052,-0.09459139995750948,6.362868,12.990856,0.01924978
Cr-O,Cr6O11_1213798_POSCAR,35,local_max_drop,7.3810813712,-0.23322958962437,-0.14279226221590552,-0.09043732740846447,6.853861,12.916892,0.02164113
Cr-O,Cr9O13_1045826_POSCAR,35,local_max_drop,7.0000505953,-0.19586267746696,-0.11261651501079939,-0.08324616245616062,6.222267,12.703796,0.01745276
Cr-O,CrO2_1009555_POSCAR,35,global_gradient_fallback,3.7942406246,-0.023156042232855,-0.017533907204449594,-0.005622135028405407,3.356444,7.150684,0.00471663
Cr-O,CrO2_1040967_POSCAR,35,local_max_drop,8.3506360986,-0.18125174095706,-0.10983784455114264,-0.07141389640591737,7.754162,14.613613,0.01433099
Cr-O,CrO2_1041961_POSCAR,35,global_gradient_fallback,4.0230689985,-0.028598171660363,-0.017552598670682328,-0.01104557298968067,3.576061,7.301125,0.00427794
Cr-O,CrO2_1044871_POSCAR,35,local_max_drop,7.31283,-0.12291050044974,-0.05610733535314025,-0.06680316509659975,5.484623,12.797453,0.00768217
Cr-O,CrO2_1047121_POSCAR,35,global_gradient_fallback,4.04826525,-0.13111786380927,-0.09201343075783003,-0.039104433051439985,3.598458,7.346852,0.02372307
Cr-O,CrO2_1047643_POSCAR,35,global_gradient_fallback,6.7149271215,-0.058194373232857,-0.044033650019426294,-0.014160723213430704,5.968824,12.186349,0.00675791
Cr-O,CrO2_1102170_POSCAR,35,global_gradient_fallback,6.2868338,-0.068499563235409,-0.06176642671988412,-0.00673313651552488,6.045032,11.848264,0.00993411
Cr-O,CrO2_1181747_POSCAR,35,global_gradient_fallback,6.4319764497,-0.064066975880292,-0.046654443131374686,-0.01741253274891732,5.717312,11.672846,0.00757735
Cr-O,CrO2_1281333_POSCAR,35,global_gradient_fallback,6.03631305,-0.068272951229019,-0.05573141006366659,-0.012541541165352409,5.365612,10.95479,0.00989875
Cr-O,CrO2_1358572_POSCAR,35,local_max_drop,7.1874900487,-0.18443893496864,-0.1095502917137574,-0.0748886432548826,6.674098,12.578108,0.01648121
Cr-O,CrO2_1388847_POSCAR,35,global_gradient_fallback,6.8458516923,-0.049117646081704,-0.03900577588099316,-0.010111870200710839,6.592302,12.423953,0.00578148
Cr-O,CrO2_1394584_POSCAR,35,global_gradient_fallback,3.9583519781,-0.059152816210552,-0.04354250937405814,-0.015610306836493865,3.518535,7.183676,0.01132367
Cr-O,CrO2_1399565_POSCAR,35,global_gradient_fallback,3.9765582765,-0.028565338004761,-0.020056481458565187,-0.008508856546195813,3.534718,7.216717,0.00506651
Cr-O,CrO2_1400837_POSCAR,35,global_gradient_fallback,6.9219940213,-0.061844680328693,-0.03863635018473565,-0.023208330143957352,6.152884,12.562137,0.00560217
Cr-O,CrO2_1421109_POSCAR,35,global_gradient_fallback,3.9264407388,-0.013995438935584,-0.00737054487332907,-0.00662489406225493,3.344746,7.125763,0.0017756
Cr-O,CrO2_21395_POSCAR,35,global_gradient_fallback,4.0310514,-0.035282020586323,-0.027653727654430447,-0.0076282929318925545,3.583157,7.315612,0.00735463
