chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Co-O,CoO2_1063268_POSCAR,35,global_gradient_fallback,35.2388168145,-0.0067699945469969,-0.0041419197987466365,-0.002628074748250263,28.71311,63.951927,9.796e-05
Co-O,CoO2_1226115_POSCAR,35,global_gradient_fallback,4.1074722,-0.008105301645499,-0.005395924965468969,-0.002709376680030031,3.791513,7.741005,0.00117524
Co-O,CoO2_1244867_POSCAR,35,local_max_drop,14.6982387677,-0.32244037436292,-0.22652790859823363,-0.09591246576468637,13.065101,26.674581,0.01584012
Co-O,CoO2_1244948_POSCAR,35,local_max_drop,12.7197680699,-0.38157742180683,-0.25996910662301254,-0.12160831518381748,11.741324,23.971871,0.01964347
Co-O,CoO2_1245011_POSCAR,35,local_max_drop,13.4968241509,-0.34506697884322,-0.23634312888966683,-0.10872384995355319,12.458607,25.436322,0.01659909
Co-O,CoO2_1245099_POSCAR,35,local_max_drop,14.4740555025,-0.36109991202129,-0.2322109872041313,-0.1288889248171587,12.865827,26.26773,0.01637814
Co-O,CoO2_1245119_POSCAR,35,local_max_drop,13.3305359192,-0.34326266199667,-0.22732009246042162,-0.11594256953624837,12.30511,25.122933,0.01604443
Co-O,CoO2_1272749_POSCAR,35,global_gradient_fallback,3.736715378,-0.023086498952925,-0.020531736706797567,-0.002554762246127433,2.21435,6.781446,0.00549394
Co-O,CoO2_1281832_POSCAR,35,global_gradient_fallback,3.3010084648,-0.023357210161694,-0.01848785528767294,-0.004869354874021063,2.03139,6.221131,0.00530086
Co-O,CoO2_1349907_POSCAR,35,local_max_drop,6.6778999083,-0.22520604456196,-0.13573354917747377,-0.08947249538448623,6.183241,12.119152,0.02032098
Co-O,CoO2_1356781_POSCAR,35,local_max_drop,7.63163937,-0.16654330117843,-0.09564486196249597,-0.07089843921593403,7.066333,13.850012,0.01210372
Co-O,CoO2_1359404_POSCAR,35,local_max_drop,7.6587476265,-0.1689489031644,-0.09383965267122507,-0.07510925049317493,7.091433,13.899209,0.01172234
Co-O,CoO2_1400906_POSCAR,35,global_gradient_fallback,3.7229877487,-0.057197600068585,-0.03217808277270602,-0.02501951729587898,3.309322,6.756533,0.00809275
Co-O,CoO2_1408926_POSCAR,35,global_gradient_fallback,4.263747824,-0.011828491196755,-0.011380072560768074,-0.00044841863598692536,4.111471,7.461559,0.00284253
Co-O,CoO2_550206_POSCAR,35,global_gradient_fallback,3.7067085979,-0.01133636257692,-0.008724255030325768,-0.0026121075465942323,2.196568,6.72699,0.00226124
Co-O,CoO2_556750_POSCAR,35,global_gradient_fallback,3.7007771337,-0.0094324127258912,-0.00563138088042307,-0.003801031845468131,3.416102,6.974542,0.00126702
Co-O,CoO2_796278_POSCAR,35,global_gradient_fallback,3.711846463,-0.019052974154615,-0.015773818506459394,-0.003279155648155608,2.284213,6.995403,0.00390388
Co-O,CoO_1244882_POSCAR,35,local_max_drop,12.4927407614,-0.65537407466901,-0.34774798275204727,-0.3076260919169627,11.493322,24.485772,0.02535566
Co-O,CoO_1244939_POSCAR,35,local_max_drop,13.4604787084,-0.67297930520125,-0.3454836358012753,-0.32749566939997476,11.907347,25.367825,0.02516788
Co-O,CoO_1245089_POSCAR,35,local_max_drop,12.6013833719,-0.70614761622615,-0.3495647737931325,-0.35658284243301747,11.593273,24.698711,0.02522841
Co-O,CoO_1245304_POSCAR,35,local_max_drop,12.8282520109,-0.67318304919288,-0.34560128453544,-0.32758176465744,11.801992,25.143374,0.02453532
Co-O,CoO_19079_POSCAR,35,global_gradient_fallback,3.1290597157,-0.048011617418495,-0.0380690106113843,-0.009942606807110704,2.08604,6.388497,0.01082814
Co-O,CoO_19128_POSCAR,35,global_gradient_fallback,3.4615534095,-0.043256323716736,-0.018050674031151254,-0.02520564968558475,2.907705,6.784645,0.00471987
Co-O,CoO_19275_POSCAR,35,local_max_drop,4.6241660534,-0.10077043686479,-0.04069968950987919,-0.0600707473549108,4.046145,9.441006,0.00737882
Co-O,CoO_22408_POSCAR,35,global_gradient_fallback,3.828954355,-0.042807886383907,-0.017786807606393815,-0.025021078777513184,3.36948,7.504751,0.00417806
