chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Zr-S,Zr21S8_1193856_POSCAR,35,local_max_drop,5.0801290269,-0.59480576701688,-0.1896844802861567,-0.40512128673072334,4.379422,8.583666,0.04222555
Zr-S,Zr23S32_673649_POSCAR,35,local_max_drop,10.5944673634,-0.46002774384014,-0.24251498843332842,-0.2175127554068116,9.863814,17.900997,0.02735064
Zr-S,Zr2S_1197374_POSCAR,35,local_max_drop,5.127754915,-0.68633053105916,-0.22396816026881616,-0.4623623707903438,4.420478,8.664138,0.04931835
Zr-S,Zr3S4_1329763_POSCAR,35,local_max_drop,10.9752187561,-0.43805398106038,-0.22878797624270175,-0.20926600481767826,10.243538,17.926191,0.02588521
Zr-S,Zr3S4_684711_POSCAR,35,local_max_drop,44.441525835,-0.31316337709474,-0.16187205457140325,-0.15129132252333677,41.376593,75.090854,0.00436216
Zr-S,Zr3S4_684749_POSCAR,35,local_max_drop,9.2261192933,-0.50004372826069,-0.2531857285759076,-0.2468579996847824,8.589835,15.58896,0.03246418
Zr-S,Zr3S_1188005_POSCAR,35,local_max_drop,6.19385045,-0.082180086771927,-0.024470264768075532,-0.05770982200385146,5.339526,10.465471,0.00419812
Zr-S,Zr40S27_1100827_POSCAR,35,local_max_drop,4.913482093,-0.94802752497183,-0.40291901886781334,-0.5451085061040166,4.06633,8.30209,0.09811219
Zr-S,Zr63S128_1024087_POSCAR,35,local_max_drop,21.3522259505,-0.98618383364188,-0.5746453488982967,-0.41153848474358334,19.879659,36.077899,0.03147866
Zr-S,Zr64S127_1096929_POSCAR,35,local_max_drop,21.5147628169,-0.95637908727125,-0.5433278605244195,-0.4130512267468305,20.030986,36.35253,0.02926099
Zr-S,Zr9S2_27191_POSCAR,35,local_max_drop,12.9443538584,-1.0237220959323,-0.30057762060417625,-0.7231444753281236,10.712569,21.871494,0.02608689
