chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Zr-O,Zr19O40_685070_POSCAR,35,local_max_drop,11.3174968222,-0.41453886819826,-0.20368607598050692,-0.2108527922177531,10.927238,19.122667,0.02132684
Zr-O,Zr27O49_684977_POSCAR,35,local_max_drop,5.2665725065,-0.63581794907297,-0.29388023143339165,-0.3419377176395783,4.903361,8.898691,0.06652575
Zr-O,Zr2O_10735_POSCAR,35,local_max_drop,6.8268886,-0.11323111495126,-0.032514430318431736,-0.08071668463282826,5.851619,11.947055,0.00515486
Zr-O,Zr2O_753629_POSCAR,35,local_max_drop,8.1930612369,-0.37725351553885,-0.09815615388592336,-0.27909736165292665,7.062984,13.843448,0.01291962
Zr-O,Zr3O_1017_POSCAR,35,local_max_drop,8.192483557,-0.18584885339118,-0.04696381417616234,-0.13888503921501766,7.062486,13.842472,0.00620638
Zr-O,Zr3O_14024_POSCAR,35,local_max_drop,7.2765934031,-0.1853941437983,-0.04692136593128195,-0.13847277786701806,6.272925,12.294934,0.00698365
Zr-O,Zr3O_561418_POSCAR,35,local_max_drop,7.9163966705,-0.37093458923765,-0.09389512682891904,-0.27703946240873095,6.82448,13.375981,0.01284587
Zr-O,Zr4O_1215377_POSCAR,35,local_max_drop,7.9141334349,-0.37394211008083,-0.09564999072001379,-0.2782921193608162,6.783543,13.849734,0.01223698
Zr-O,Zr6O11_761151_POSCAR,35,local_max_drop,5.2691289,-0.13563141423033,-0.06494854323408472,-0.07068287099624529,4.905741,8.903011,0.014714
Zr-O,ZrO2_1100824_POSCAR,35,local_max_drop,5.24338995,-0.51139379432953,-0.2514468134967047,-0.2599469808328253,4.881777,8.859521,0.0568387
Zr-O,ZrO2_1190186_POSCAR,35,local_max_drop,7.392288384,-0.17891968760586,-0.08476951286877585,-0.09415017473708415,7.137382,12.490418,0.01323292
Zr-O,ZrO2_1245318_POSCAR,35,local_max_drop,15.06609708,-0.54141683959147,-0.28873248337867286,-0.25268435621279717,14.546576,25.456509,0.02228331
Zr-O,ZrO2_775910_POSCAR,35,local_max_drop,11.7150175815,-0.24125158946815,-0.112245643211524,-0.129005946256626,11.311051,19.79434,0.01109765
Zr-O,ZrO2_775980_POSCAR,35,local_max_drop,7.317207075,-0.2090175970283,-0.09892133215053572,-0.11009626487776428,6.829393,11.951438,0.01627018
Zr-O,ZrO2_776386_POSCAR,35,local_max_drop,4.7659122,-0.13949702990947,-0.06401882247214166,-0.07547820743732833,4.60157,8.052748,0.01500964
Zr-O,ZrO2_776404_POSCAR,35,local_max_drop,14.8137086165,-0.16222961176802,-0.07869183236777576,-0.08353777940024425,14.302891,25.030059,0.00603631
Zr-O,ZrO2_776427_POSCAR,35,local_max_drop,14.97324126,-0.13143516166582,-0.06116873917374638,-0.07026642249207363,13.975025,24.456294,0.0048085
Zr-O,ZrO2_963_POSCAR,35,local_max_drop,4.9125333,-0.11024021105901,-0.04655748102142396,-0.06368273003758604,4.234942,8.300487,0.01109565
Zr-O,ZrO_33088_POSCAR,35,global_gradient_fallback,4.3094666666,-0.02602060110828,-0.022016300337958223,-0.004004300770321777,2.462552,7.541567,0.00631051
