chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Ni-O,Ni15O16_1100319_POSCAR,35,local_max_drop,7.1154430754,-0.43800694750537,-0.17386000884522718,-0.2641469386601428,6.546208,13.946268,0.02213916
Ni-O,Ni15O16_33255_POSCAR,35,local_max_drop,7.0932960802,-0.42304065461219,-0.18364101515147432,-0.23939963946071566,6.525832,13.90286,0.02374695
Ni-O,Ni15O16_705519_POSCAR,35,local_max_drop,8.5757738126,-0.4371026438945,-0.17407644645357823,-0.26302619744092176,7.889712,16.808517,0.01838565
Ni-O,Ni2O3_1043875_POSCAR,35,local_max_drop,3.7735854,-0.18265851019086,-0.08278451650184109,-0.0998739936890189,3.48331,7.111757,0.02100704
Ni-O,Ni2O3_1220143_POSCAR,35,global_gradient_fallback,6.3002545661,-0.062297092306419,-0.03327695952863311,-0.02902013277778589,5.573302,11.873557,0.00505735
Ni-O,Ni2O5_1094139_POSCAR,35,global_gradient_fallback,7.4642069654,-0.053311681781686,-0.043980022147720635,-0.009331659633965365,7.165639,14.629846,0.00526994
Ni-O,Ni3O4_656887_POSCAR,35,local_max_drop,6.8243491084,-0.12685779731418,-0.0577940396871807,-0.06906375762699932,5.813334,12.38493,0.00857026
Ni-O,Ni3O4_754800_POSCAR,35,local_max_drop,12.6503694514,-0.1326871789778,-0.06021889143984909,-0.0724682875379509,11.190711,23.841081,0.00453749
Ni-O,Ni4O3_1094096_POSCAR,35,local_max_drop,5.20504875,-0.1191686925992,-0.04329369118347388,-0.07587500141572612,4.580443,10.201896,0.00751865
Ni-O,Ni4O_1094082_POSCAR,35,local_max_drop,5.0214138,-0.11125368296011,-0.04014836221343815,-0.07110532074667185,4.248889,9.463434,0.00755401
Ni-O,Ni5O4_1094094_POSCAR,35,local_max_drop,5.69939875,-0.11027809600502,-0.0554640157333498,-0.0548140802716702,5.243447,11.170822,0.00864163
Ni-O,Ni5O4_1220234_POSCAR,35,local_max_drop,6.2836879623,-0.1506281698485,-0.05755363012491595,-0.09307453972358405,5.780993,12.316028,0.00830287
Ni-O,Ni5O6_754806_POSCAR,35,local_max_drop,6.4677513107,-0.12628745524423,-0.053389348107399814,-0.07289810713683018,5.721472,12.189224,0.00787252
Ni-O,Ni5O7_1046095_POSCAR,35,local_max_drop,3.6336275,-0.23963363838691,-0.11064005543992961,-0.12899358294698038,3.342937,7.12191,0.02729887
Ni-O,Ni6O7_766450_POSCAR,35,local_max_drop,6.5545461223,-0.30560094020648,-0.12861556555331216,-0.17698537465316783,5.798252,12.352798,0.01889881
Ni-O,Ni9O10_656884_POSCAR,35,local_max_drop,6.311011728,-0.25514584576419,-0.10242626190441721,-0.1527195838597728,5.806131,12.369583,0.01460407
Ni-O,Ni9O13_1045896_POSCAR,35,local_max_drop,3.657991065,-0.20990468982703,-0.09824925369359508,-0.11165543613343493,3.365352,7.169662,0.02409702
Ni-O,NiO2_1041256_POSCAR,35,local_max_drop,7.574784066,-0.19407591692732,-0.10548498214799627,-0.08859093477932374,6.733141,13.74683,0.01362521
Ni-O,NiO2_1041980_POSCAR,35,global_gradient_fallback,3.785796911,-0.031008302040075,-0.014639136537871264,-0.016369165502203735,3.494582,7.134771,0.00339326
Ni-O,NiO2_1042045_POSCAR,35,local_max_drop,7.3753070738,-0.25544851210748,-0.15308450668913462,-0.10236400541834537,6.807976,13.899617,0.01963822
Ni-O,NiO2_1047762_POSCAR,35,global_gradient_fallback,6.323758662,-0.074012673982548,-0.03906900457878145,-0.03494366940376655,5.837316,11.917853,0.00572913
Ni-O,NiO2_1354141_POSCAR,35,local_max_drop,6.5920578098,-0.1988773516625,-0.1050204869043625,-0.09385686475813751,6.103757,11.963364,0.01539457
Ni-O,NiO2_1369444_POSCAR,35,local_max_drop,3.78503145,-0.14570550974503,-0.07502974683310566,-0.07067576291192433,3.504659,6.869131,0.01930244
Ni-O,NiO2_25206_POSCAR,35,global_gradient_fallback,4.8116805846,-0.0060349459428738,-0.005995815833303505,-3.9130109570294745e-05,4.441551,9.068167,0.00108593
Ni-O,NiO2_35925_POSCAR,35,global_gradient_fallback,3.5749461984,-0.010189107908904,-0.0065412860454821245,-0.0036478218634218755,3.29995,6.737399,0.00147066
Ni-O,NiO2_634706_POSCAR,35,global_gradient_fallback,5.3406572742,-0.0078379286787173,-0.006370488810462651,-0.0014674398682546497,4.724428,10.065085,0.00106876
Ni-O,NiO3_1209929_POSCAR,35,global_gradient_fallback,4.716915749,-0.0059466173050099,-0.0054019534720041035,-0.0005446638330057962,3.991236,8.889572,0.00101305
Ni-O,NiO_1180047_POSCAR,35,global_gradient_fallback,3.802291168,-0.016967154352336,-0.00927933579105637,-0.0076878185612796295,3.217323,7.165856,0.00240632
Ni-O,NiO_19009_POSCAR,35,global_gradient_fallback,3.0763182957,-0.028077484738736,-0.022279827188186344,-0.005797657550549656,2.050879,6.280817,0.00645835
