chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Ni-S,Ni17S18_28105_POSCAR,35,local_max_drop,10.517651828,-0.40742522489184,-0.2206519397092669,-0.18677328518257313,9.738567,19.08759,0.02204728
Ni-S,Ni2S_849078_POSCAR,35,global_gradient_fallback,3.5435538957,-0.060771574423732,-0.02585723337983804,-0.03491434104389396,3.270973,6.678236,0.00695767
Ni-S,Ni3S2_1220109_POSCAR,35,global_gradient_fallback,4.2876583475,-0.043419338451365,-0.033775225411921794,-0.009644113039443208,4.122748,8.080587,0.0073533
Ni-S,Ni3S2_362_POSCAR,35,global_gradient_fallback,5.4415617298,-0.062575631593509,-0.03164489217673852,-0.030930739416770478,5.038483,9.875427,0.00567478
Ni-S,Ni3S2_850086_POSCAR,35,local_max_drop,7.79647626,-0.15621676735008,-0.07290558723015567,-0.08331118011992433,7.21896,14.149161,0.00955377
Ni-S,Ni3S_976809_POSCAR,35,global_gradient_fallback,4.1628102785,-0.085338254918087,-0.0824589975977662,-0.002879257320320794,2.561729,7.845296,0.02056479
Ni-S,Ni3S_976881_POSCAR,35,local_max_drop,6.611705438,-0.17084851342682,-0.07117389750916792,-0.09967461591765209,6.103113,12.460522,0.00992494
Ni-S,Ni9S10_767469_POSCAR,35,local_max_drop,7.4901808628,-0.21226887952399,-0.11696712226682185,-0.09530175725716816,6.935353,13.593291,0.01636617
Ni-S,Ni9S8_1202035_POSCAR,35,local_max_drop,12.4269911722,-0.70338415140536,-0.3667426656543766,-0.33664148575098346,11.095528,21.747235,0.03164856
Ni-S,Ni9S8_976920_POSCAR,35,local_max_drop,10.08150668,-0.36033375185264,-0.19582269082832673,-0.16451106102431326,9.001345,17.642637,0.0211061
Ni-S,NiS2_849092_POSCAR,35,global_gradient_fallback,4.1895802,-0.048627381264701,-0.028868458194978554,-0.019758923069722448,3.867305,7.895747,0.00668144
Ni-S,NiS_1547_POSCAR,35,global_gradient_fallback,6.7421018471,-0.06693498044885,-0.03737149482572915,-0.029563485623120854,6.242687,12.235666,0.00568948
