chemsys,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
V-O,V10O9_705541_POSCAR,35,local_max_drop,7.1213004752,-0.30411979158521,-0.08935577734553092,-0.2147640142396791,6.330045,12.923842,0.01205176
V-O,V12O29_773019_POSCAR,35,local_max_drop,21.7277517957,-0.12398248700271,-0.06585848819445807,-0.058123998808251934,19.625066,34.343866,0.00338886
V-O,V13O16_30065_POSCAR,35,local_max_drop,15.8294033601,-0.3934547587266,-0.15293800551268563,-0.24051675321391439,14.133396,27.701456,0.00964049
V-O,V16O3_30064_POSCAR,35,local_max_drop,12.8122574755,-0.91470191704659,-0.22554056560084126,-0.6891613514457487,10.914145,23.251875,0.01692513
V-O,V25O32_685164_POSCAR,35,local_max_drop,12.0841165345,-0.57588443914064,-0.20933450542536125,-0.3665499337152788,10.78939,21.147204,0.01792029
V-O,V2O3_1043388_POSCAR,35,local_max_drop,7.358150674,-0.15607584717074,-0.06285203531832911,-0.09322381185241088,6.832568,12.876764,0.00870282
V-O,V2O3_1272087_POSCAR,35,local_max_drop,4.3558562986,-0.14163318643703,-0.055245177152807426,-0.08638800928422256,4.044724,7.622749,0.0133483
V-O,V2O3_21579_POSCAR,35,local_max_drop,10.9441193147,-0.35486271620418,-0.13887031253780174,-0.21599240366637823,10.162397,19.152209,0.01331678
V-O,V2O3_715514_POSCAR,35,local_max_drop,7.1428594205,-0.086785069368852,-0.03369588730447837,-0.05308918206437363,6.632655,12.500004,0.00482023
V-O,V2O3_776630_POSCAR,35,local_max_drop,4.3545782,-0.28252908832726,-0.10807149247633568,-0.1744575958509243,4.043537,7.620512,0.02592426
V-O,V2O3_776688_POSCAR,35,local_max_drop,5.288127138,-0.16097383673004,-0.06351349282586345,-0.09746034390417656,4.910404,9.254222,0.01245776
V-O,V2O3_777698_POSCAR,35,local_max_drop,4.3144681897,-0.13989017466202,-0.05466611464531688,-0.08522406001670313,4.006292,7.550319,0.01332631
