chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Fe-Mn-O,Fe,Mn,O,Mn13Fe11O32_1333722_POSCAR,35,local_max_drop,7.8883502772,-0.4439303755701,-0.26209129126182895,-0.18183908430827106,7.281554,14.866506,0.03337551
Fe-Mn-O,Fe,Mn,O,Mn13Fe11O32_758522_POSCAR,35,local_max_drop,8.0966740252,-0.44120868063183,-0.24658982545440988,-0.1946188551774201,7.197044,14.693964,0.03264406
Fe-Mn-O,Fe,Mn,O,Mn13Fe11O32_762538_POSCAR,35,local_max_drop,7.8820000171,-0.4771724606893,-0.2358475826597974,-0.24132487802950262,6.063077,14.854538,0.02973343
Fe-Mn-O,Fe,Mn,O,Mn13Fe3O32_771188_POSCAR,35,local_max_drop,10.237608284,-0.24094933321967,-0.12194808269619373,-0.11900125052347627,9.479267,18.579363,0.01121198
Fe-Mn-O,Fe,Mn,O,Mn17Fe13O40_532236_POSCAR,35,local_max_drop,7.9780362565,-0.59656876774607,-0.29289978334848527,-0.3036689843975848,6.136951,15.03553,0.03647666
Fe-Mn-O,Fe,Mn,O,Mn19Fe17O48_706492_POSCAR,35,local_max_drop,7.9931539307,-0.7120708919242,-0.39003217750484453,-0.3220387144193555,7.070867,15.064021,0.04911737
Fe-Mn-O,Fe,Mn,O,Mn23FeO32_757698_POSCAR,35,local_max_drop,8.2074742055,-0.52044787361664,-0.2314526355246665,-0.2889952380919735,6.313442,15.467932,0.02735642
Fe-Mn-O,Fe,Mn,O,Mn2FeO3_761563_POSCAR,35,local_max_drop,3.98186625,-0.16688091863628,-0.05510821597844713,-0.11177270265783286,3.026218,7.804458,0.0125454
Fe-Mn-O,Fe,Mn,O,Mn2FeO4_1307341_POSCAR,35,local_max_drop,6.8209398554,-0.12422160632221,-0.06074721912881311,-0.06347438719339688,6.296252,12.854848,0.00878661
Fe-Mn-O,Fe,Mn,O,Mn2FeO4_1307551_POSCAR,35,local_max_drop,6.8534572847,-0.11863077121177,-0.062361044632979916,-0.056269726578790084,6.326268,12.916131,0.00897104
Fe-Mn-O,Fe,Mn,O,Mn2FeO4_38856_POSCAR,35,local_max_drop,6.8234687407,-0.12569867768357,-0.06609257466382315,-0.05960610301974684,6.298587,12.859614,0.00969401
Fe-Mn-O,Fe,Mn,O,Mn2FeO4_754642_POSCAR,35,global_gradient_fallback,6.7225869901,-0.11278856593043,-0.06382775834504464,-0.04896080758538536,5.946904,12.669491,0.00937188
Fe-Mn-O,Fe,Mn,O,Mn2FeO6_752751_POSCAR,35,local_max_drop,7.9156656441,-0.17088207729267,-0.09143963521273883,-0.07944244207993116,7.32932,14.365467,0.01102012
Fe-Mn-O,Fe,Mn,O,Mn2FeO6_753787_POSCAR,35,global_gradient_fallback,6.914897235,-0.084534313400603,-0.045204930991536996,-0.039329382409066,6.146575,12.549258,0.00623761
Fe-Mn-O,Fe,Mn,O,Mn2FeO6_754962_POSCAR,35,global_gradient_fallback,8.6442936501,-0.043972187706749,-0.02401865278114556,-0.019953534925603443,7.683817,15.687792,0.00269243
Fe-Mn-O,Fe,Mn,O,Mn3Fe3O8_753479_POSCAR,35,global_gradient_fallback,6.6415591193,-0.084088476615323,-0.0690636729536294,-0.015024803661693592,6.110234,13.017456,0.00958374
Fe-Mn-O,Fe,Mn,O,Mn3Fe5O12_1354810_POSCAR,35,local_max_drop,11.7080587061,-0.17182883956794,-0.1022266821234433,-0.06960215744449672,10.146984,19.123163,0.00916603
Fe-Mn-O,Fe,Mn,O,Mn3Fe5O12_757662_POSCAR,35,local_max_drop,10.1109658965,-0.29190027653771,-0.17238463657241165,-0.11951563996529835,9.333199,19.055282,0.0170165
Fe-Mn-O,Fe,Mn,O,Mn3FeO8_1176616_POSCAR,35,global_gradient_fallback,6.8654796401,-0.059035944600874,-0.03164856885339104,-0.027387375747482963,6.102649,12.459574,0.00441128
Fe-Mn-O,Fe,Mn,O,Mn3FeO8_756562_POSCAR,35,global_gradient_fallback,6.8420704608,-0.05848380344984,-0.03134668692442186,-0.027137116525418142,6.08184,12.417091,0.00436589
Fe-Mn-O,Fe,Mn,O,Mn3FeO8_756788_POSCAR,35,global_gradient_fallback,7.8277317901,-0.12001837806332,-0.07387707826676648,-0.046141299796553514,6.957984,14.205884,0.00938943
Fe-Mn-O,Fe,Mn,O,Mn3FeO8_771261_POSCAR,35,local_max_drop,11.2113894754,-0.23657889291723,-0.12079670834806311,-0.11578218456916689,10.380916,20.346596,0.0101645
Fe-Mn-O,Fe,Mn,O,Mn4FeO5_1221857_POSCAR,35,local_max_drop,3.9259861613,-0.1463124028162,-0.04683286760695297,-0.09947953520924704,2.983749,7.694933,0.01070887
Fe-Mn-O,Fe,Mn,O,Mn5Fe3O16_773198_POSCAR,35,global_gradient_fallback,7.6202999007,-0.084894148418159,-0.07636953057925888,-0.008524617838900114,7.034123,14.361334,0.00938267
Fe-Mn-O,Fe,Mn,O,Mn5FeO12_755276_POSCAR,35,global_gradient_fallback,6.8780031496,-0.08713700254456,-0.045382870069170245,-0.041754132475389755,6.113781,12.482302,0.00617297
Fe-Mn-O,Fe,Mn,O,Mn5FeO12_776272_POSCAR,35,local_max_drop,8.0123361494,-0.17970519884235,-0.08791410193536613,-0.09179109690698388,7.153872,14.021588,0.01102325
Fe-Mn-O,Fe,Mn,O,Mn5_FeO3_4_1222437_POSCAR,35,local_max_drop,7.9002894968,-0.35787432336791,-0.17654288587915745,-0.18133143748875252,6.077146,14.889007,0.02219224
Fe-Mn-O,Fe,Mn,O,Mn5_FeO3_4_758400_POSCAR,35,local_max_drop,7.7533508342,-0.34349146969836,-0.19659358818055309,-0.1468978815178069,6.858733,14.612084,0.02545344
Fe-Mn-O,Fe,Mn,O,Mn7Fe3O20_777317_POSCAR,35,local_max_drop,7.8889915957,-0.29192078646933,-0.1519370108526888,-0.13998377561664122,7.304622,14.317059,0.01833375
