chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Mn-Sc-O,Mn,Sc,O,Sc2Mn2O7_17619_POSCAR,35,local_max_drop,8.2221578982,-0.17995430166908,-0.07834530031168667,-0.10160900135739333,7.928509,14.388776,0.01011836
Mn-Sc-O,Mn,Sc,O,ScMn2O4_1219298_POSCAR,35,global_gradient_fallback,7.5150535125,-0.080470658109697,-0.06193558401756688,-0.01853507409213012,6.913849,14.729505,0.00733377
Mn-Sc-O,Mn,Sc,O,ScMn2O5_770412_POSCAR,35,global_gradient_fallback,7.1203276125,-0.079390937399479,-0.04968775690447051,-0.029703180495008488,6.32918,12.922076,0.00679484
Mn-Sc-O,Mn,Sc,O,ScMn2O5_773517_POSCAR,35,local_max_drop,8.0087896,-0.25510310562321,-0.11544022595100589,-0.1396628796722041,7.150705,14.015382,0.01563095
Mn-Sc-O,Mn,Sc,O,ScMnO3_1105811_POSCAR,35,local_max_drop,7.1445679966,-0.17772980583225,-0.0732730999465806,-0.10445670588566941,6.379079,12.502994,0.01102768
Mn-Sc-O,Mn,Sc,O,ScMnO3_18954_POSCAR,35,local_max_drop,8.20048103,-0.25861560039198,-0.11024764920700512,-0.14836795118497487,7.614732,14.350842,0.01444181
