chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Y-Zr-O,Y,Zr,O,Y2Zr24O51_531103_POSCAR,35,local_max_drop,5.28475265,-0.59517393427131,-0.2918600130395788,-0.30331392123173123,4.920287,8.92941,0.06608703
Y-Zr-O,Y,Zr,O,Y2Zr2O7_558411_POSCAR,35,local_max_drop,9.4194720839,-0.17220867172553,-0.07604470124690799,-0.09616397047862202,7.795425,15.91566,0.00952379
Y-Zr-O,Y,Zr,O,Y2Zr2O7_771043_POSCAR,35,local_max_drop,8.3192835,-0.3302879633347,-0.13956813582600788,-0.19071982750869212,6.655427,13.588163,0.02087028
Y-Zr-O,Y,Zr,O,Y2Zr8O19_1100897_POSCAR,35,local_max_drop,5.2875961,-0.2409997174181,-0.10373542553963017,-0.13726429187846984,4.558273,8.934214,0.02278761
Y-Zr-O,Y,Zr,O,Y2Zr9O22_675231_POSCAR,35,local_max_drop,5.3378879,-0.52759204701142,-0.23195712667837864,-0.2956349203330414,4.601628,9.01919,0.05119775
Y-Zr-O,Y,Zr,O,Y4Zr3O12_1216122_POSCAR,35,local_max_drop,9.1255067457,-0.16589251884765,-0.06289988126182867,-0.10299263758582132,7.866816,15.41896,0.00779851
Y-Zr-O,Y,Zr,O,Y4Zr3O12_1216160_POSCAR,35,local_max_drop,9.0694880534,-0.16009298042537,-0.06226289283797026,-0.09783008758739975,7.818524,15.324307,0.00776848
Y-Zr-O,Y,Zr,O,Y4Zr3O12_675802_POSCAR,35,local_max_drop,9.1083562627,-0.32935247331415,-0.12545310146336391,-0.2038993718507861,7.852031,15.389981,0.01559114
Y-Zr-O,Y,Zr,O,Y6Zr22O53_1100946_POSCAR,35,local_max_drop,4.6345943436,-0.64855302670188,-0.28877525651538544,-0.35977777018649454,3.99534,7.830866,0.0737636
Y-Zr-O,Y,Zr,O,Y6Zr22O53_530787_POSCAR,35,local_max_drop,5.25978655,-0.64005800335828,-0.280735005125233,-0.35932299823304703,4.534299,8.887226,0.06258455
Y-Zr-O,Y,Zr,O,YZr4O10_1215768_POSCAR,35,local_max_drop,9.1202135598,-0.12051865894968,-0.0527048114701564,-0.0678138474795236,7.862253,15.410016,0.0068115
Y-Zr-O,Y,Zr,O,YZr4O9_758784_POSCAR,35,local_max_drop,7.1096071519,-0.11641181456058,-0.047620007305039465,-0.06879180725554054,6.128972,12.012784,0.00775538
Y-Zr-O,Y,Zr,O,YZr5O11_753842_POSCAR,35,local_max_drop,5.18784915,-0.13692474894309,-0.06017175066090982,-0.07675299828218018,4.472284,8.765676,0.01363938
Y-Zr-O,Y,Zr,O,YZr5O12_676515_POSCAR,35,local_max_drop,8.878581572,-0.14318708819256,-0.06333785653896269,-0.07984923165359732,7.65395,15.001741,0.00840546
Y-Zr-O,Y,Zr,O,YZr9O20_675470_POSCAR,35,local_max_drop,8.9884052915,-0.23602910831248,-0.10632913128359492,-0.12969997702888508,7.748625,15.187305,0.01396528
Y-Zr-O,Y,Zr,O,YZrO3_1215965_POSCAR,35,local_max_drop,12.4152349046,-0.37707496754658,-0.14103670585774541,-0.23603826168883457,10.702789,20.977466,0.01320784
Y-Zr-O,Y,Zr,O,YZrO3_766243_POSCAR,35,local_max_drop,10.723047363,-0.38368783246438,-0.13932740856007245,-0.24436042390430754,9.244006,18.118252,0.01498352
