chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Nb-V-S,Nb,V,S,Nb3VS6_15958_POSCAR,35,local_max_drop,8.4387743075,-0.18652418120245,-0.10881596218416156,-0.07770821901828845,7.85679,14.258619,0.01577229
Nb-V-S,Nb,V,S,Nb4VS8_1194374_POSCAR,35,local_max_drop,9.725453079,-0.23422506112621,-0.13289237592608563,-0.10133268520012437,8.719372,16.432662,0.01661178
Nb-V-S,Nb,V,S,Nb5V3S20_1220583_POSCAR,35,local_max_drop,12.6287164716,-0.1699157549044,-0.1086852299867068,-0.06123052491769321,11.757771,21.338176,0.01044823
