chemsys,metal_1,metal_2,ligand,source,n_points,dip_method,dip_cell_length,E_min,E_expected,delta_E,left_x,right_x,baseline_slope
Fe-Zn-O,Fe,Zn,O,Zn11Fe25O48_1101180_POSCAR,35,local_max_drop,12.8566517528,-0.58298123198591,-0.3573118781531252,-0.2256693538327848,11.867679,24.229844,0.02810427
Fe-Zn-O,Fe,Zn,O,Zn2Fe3O8_1042894_POSCAR,35,global_gradient_fallback,7.43068375,-0.11159143407919,-0.10928120198587823,-0.0023102320933117704,6.836229,14.56414,0.01376085
Fe-Zn-O,Fe,Zn,O,Zn2Fe7O12_757326_POSCAR,35,local_max_drop,7.6815908538,-0.29400745584354,-0.18435135779614462,-0.10965609804739537,7.090699,14.476844,0.02434539
Fe-Zn-O,Fe,Zn,O,Zn2Fe9O13_1045954_POSCAR,35,local_max_drop,6.5242861193,-0.21501236546718,-0.1280819427069559,-0.08693042276022411,6.002343,12.787601,0.01863825
Fe-Zn-O,Fe,Zn,O,Zn3Fe2O7_1371689_POSCAR,35,global_gradient_fallback,11.780450525,-0.15004023011329,-0.12435587437919618,-0.025684355734093833,10.838014,23.089683,0.01008111
Fe-Zn-O,Fe,Zn,O,Zn9Fe15O32_766377_POSCAR,35,local_max_drop,7.812703929,-0.40115924132047,-0.24774338181519684,-0.15341585950527314,7.211727,14.723942,0.03227877
Fe-Zn-O,Fe,Zn,O,Zn9Fe21O40_776633_POSCAR,35,local_max_drop,7.7959081242,-0.50213830315013,-0.30838188047995313,-0.19375642267017684,7.196223,14.692288,0.04029415
Fe-Zn-O,Fe,Zn,O,ZnFe5O7_1046059_POSCAR,35,local_max_drop,6.6556122875,-0.23701113370336,-0.13971323988420645,-0.09729789381915355,6.123163,13.045,0.01992868
Fe-Zn-O,Fe,Zn,O,ZnFe5O8_35033_POSCAR,35,global_gradient_fallback,6.4624376454,-0.078268471808676,-0.06854625822909816,-0.009722213579577837,5.945443,12.666378,0.00993539
Fe-Zn-O,Fe,Zn,O,ZnFeO2_1046293_POSCAR,35,global_gradient_fallback,3.7000471134,-0.089654752772674,-0.08229490631551326,-0.007359846457160743,3.39171,7.554263,0.01959422
